School_ID,NAME_OF_SCHOOL,Elementary_Middle_or_High_School,Street_Address,City,State,ZIP_Code,Phone_Number,Link,Network_Manager,Collaborative_Name,Adequate_Yearly_Progress_Made_,Track_Schedule,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon,SAFETY_SCORE
609863,Christopher Columbus Elementary School,ES,1003 N Leavitt St,Chicago,IL,60622,(773) 534-4350,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609863.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,66
609790,Clara Barton Elementary School,ES,7650 S Wolcott Ave,Chicago,IL,60620,(773) 535-3260,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609790.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,25
610347,Claremont Academy Elementary School,ES,2300 W 64th St,Chicago,IL,60636,(773) 535-8110,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610347.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,36
610499,Collins Academy High School,HS,1313 S Sacramento Dr,Chicago,IL,60623,(773) 534-1840,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610499.pdf,AUSL Schools,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,60
610170,Columbia Explorers Elementary Academy,ES,4520 S Kedzie Ave,Chicago,IL,60632,(773) 535-4050,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610170.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Average,59
610004,Countee Cullen Elementary School,ES,10650 S Eberhart Ave,Chicago,IL,60628,(773) 535-5375,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610004.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,14
609781,Crispus Attucks Elementary School,ES,5055 S State St,Chicago,IL,60609,(773) 535-1270,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609781.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,45
609873,Crown Community Academy of Fine Arts Center Elementary School,ES,2128 S Saint Louis Ave,Chicago,IL,60623,(773) 534-1680,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609873.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,27
610063,Cyrus H McCormick Elementary School,ES,2712 S Sawyer Ave,Chicago,IL,60623,(773) 535-7252,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610063.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,Yes,NDA,
609804,Daniel Boone Elementary School,ES,6710 N Washtenaw Ave,Chicago,IL,60645,(773) 534-2160,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609804.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,52
610083,Daniel C Beard Elementary School,ES,6445 W Strong St,Chicago,IL,60656,(773) 534-1228,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610083.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,NDA,Track_E,Not Applicable,Not Enough Data,No,NDA,
610380,Daniel Hale Williams Prep School of Medicine,HS,4934 S Wabash Ave,Chicago,IL,60615,(773) 535-1120,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610380.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,50
609870,Daniel J Corkery Elementary School,ES,2510 S Kildare Ave,Chicago,IL,60623,(773) 534-1650,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609870.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,39
609835,Daniel R Cameron Elementary School,ES,1234 N Monticello Ave,Chicago,IL,60651,(773) 534-4290,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609835.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,42
610223,Daniel S Wentworth Elementary School,ES,6950 S Sangamon St,Chicago,IL,60621,(773) 535-3394,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610223.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,30
610221,Daniel Webster Elementary School,ES,4055 W Arthington St,Chicago,IL,60624,(773) 534-6925,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610221.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,48
609704,David G Farragut Career Academy High School,HS,2345 S Christiana Ave,Chicago,IL,60623,(773) 534-1300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609704.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,43
610402,DeVry University Advantage Academy High School,HS,3300 N Campbell,Chicago,IL,60618,(773) 697-2216,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610402.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,NDA,
609885,Dewey Elementary Academy of Fine Arts,ES,5415 S Union Ave,Chicago,IL,60609,(773) 535-1666,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609885.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,41
609859,DeWitt Clinton Elementary School,ES,6110 N Fairfield Ave,Chicago,IL,60659,(773) 534-2025,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609859.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,47
610515,Disney II Magnet School,ES,3815 N Kedvale Ave,Chicago,IL,60641,(773) 534-3750,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610515.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,NDA,
610077,Donald Morrill Math & Science Elementary School,ES,6011 S Rockwell St,Chicago,IL,60629,(773) 535-9288,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610077.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,28
610198,Douglas Taylor Elementary School,ES,9912 S Avenue H,Chicago,IL,60617,(773) 535-6240,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610198.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,34
610533,Dr Jorge Prieto Math and Science,ES,2231 N Central Ave,Chicago,IL,60639,(773) 534-0210,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610533.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Not Enough Data,No,NDA,
609751,Dr  Martin Luther King  Jr  College Prep High School,HS,4445 S Drexel Blvd,Chicago,IL,60653,(773) 535-1180,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609751.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,NDA,
610266,Dumas Technology Academy,ES,6650 S Ellis Ave,Chicago,IL,60637,(773) 535-0750,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610266.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,19
610188,Dunne Technology Academy,ES,10845 S Union Ave,Chicago,IL,60628,(773) 535-5517,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610188.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,46
610352,Durkin Park Elementary School,ES,8445 S Kolin Ave,Chicago,IL,60652,(773) 535-2322,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610352.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Strong,61
610254,Dvorak Technology Academy,ES,3615 W 16th St,Chicago,IL,60623,(773) 534-1690,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610254.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,46
609736,Dyett High School,HS,555 E 51st St,Chicago,IL,60615,(773) 535-1825,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609736.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,27
610132,Edgar Allan Poe Elementary Classical School,ES,10538 S Langley Ave,Chicago,IL,60628,(773) 535-5525,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610132.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
609901,Edgebrook Elementary School,ES,6525 N Hiawatha Ave,Chicago,IL,60646,(773) 534-1194,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609901.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
610523,Edison Park Elementary School,ES,6220 N Olcott Ave,Chicago,IL,60631,(773) 534-0960,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610523.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,95
609819,Edmond Burke Elementary School,ES,5356 S King Dr,Chicago,IL,60615,(773) 535-1325,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609819.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,1
609815,Edward A Bouchet Math & Science Academy Elementary School,ES,7355 S Jeffery Blvd,Chicago,IL,60649,(773) 535-0501,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609815.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,33
610246,Edward Beasley Elementary Magnet Academic Center,ES,5255 S State St,Chicago,IL,60609,(773) 535-1230,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610246.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Average,47
609881,Edward C Delano Elementary School,ES,3937 W Wilcox St,Chicago,IL,60624,(773) 534-6620,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609881.pdf,Garfield-Humboldt Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,38
609862,Edward Coles Elementary Language Academy,ES,8441 S Yates Blvd,Chicago,IL,60617,(773) 535-6550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609862.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,22
609909,Edward Everett Elementary School,ES,3419 S Bell Ave,Chicago,IL,60608,(773) 535-4550,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609909.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,NDA,
610012,Edward Jenner Elementary Academy of the Arts,ES,1119 N Cleveland Ave,Chicago,IL,60610,(773) 534-8440,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610012.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Average,50
609904,Edward K Ellington Elementary School,ES,243 N Parkside Ave,Chicago,IL,60644,(773) 534-6361,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609904.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30
610006,Edward N Hurley Elementary School,ES,3849 W 69th Pl,Chicago,IL,60629,(773) 535-2068,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610006.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Strong,77
609735,Edward Tilden Career Community Academy High School,HS,4747 S Union Ave,Chicago,IL,60609,(773) 535-1625,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609735.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,34
610315,Edward White Elementary Career Academy,ES,1136 W 122nd St,Chicago,IL,60643,(773) 535-5672,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610315.pdf,Lake Calumet Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,27
609708,Edwin G Foreman High School,HS,3235 N LeClaire Ave,Chicago,IL,60641,(773) 534-3400,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609708.pdf,North-Northwest Side High School Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,26
609913,Elaine O Goodlow Elementary Magnet School,ES,2040 W 62nd St,Chicago,IL,60636,(773) 535-9365,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609913.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,44
610233,Elihu Yale Elementary School,ES,7025 S Princeton Ave,Chicago,IL,60621,(773) 535-3190,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610233.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29
610227,Eli Whitney Elementary School,ES,2815 S Komensky Ave,Chicago,IL,60623,(773) 534-1560,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610227.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,Yes,Average,44
610195,Elizabeth H Sutherland Elementary School,ES,10015 S Leavitt St,Chicago,IL,60643,(773) 535-2580,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610195.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Very Strong,86
610119,Elizabeth Peabody Elementary School,ES,1444 W Augusta Blvd,Chicago,IL,60622,(773) 534-4170,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610119.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,51
609852,Eliza Chappell Elementary School,ES,2135 W Foster Ave,Chicago,IL,60625,(773) 534-2390,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609852.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Strong,70
610235,Ella Flagg Young Elementary School,ES,1434 N Parkside Ave,Chicago,IL,60651,(773) 534-6200,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610235.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,31
609682,Ellen H Richards Career Academy High School,HS,5009 S Laflin St,Chicago,IL,60609,(773) 535-4945,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609682.pdf,Southwest Side High School Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,30
610073,Ellen Mitchell Elementary School,ES,2233 W Ohio St,Chicago,IL,60612,(773) 534-7655,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610073.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99
609712,Emil G Hirsch Metropolitan High School,HS,7740 S Ingleside Ave,Chicago,IL,60619,(773) 535-3100,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609712.pdf,South Side High School Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,13
609973,Emiliano Zapata Elementary Academy,ES,2728 S Kostner Ave,Chicago,IL,60623,(773) 534-1390,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609973.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,60
610065,Emmett Louis Till Math and Science Academy,ES,6543 S Champlain Ave,Chicago,IL,60637,(773) 535-0570,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610065.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,31
609916,Enrico Fermi Elementary School,ES,1415 E 70th St,Chicago,IL,60637,(773) 535-0540,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609916.pdf,Skyway Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,30
610203,Enrico Tonti Elementary School,ES,5815 S Homan Ave,Chicago,IL,60629,(773) 535-9280,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610203.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,NDA,
610543,Eric Solorio Academy High School,HS,5400 S St Louis Ave,Chicago,IL,60632,(773) 535-9070,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610543.pdf,AUSL Schools,SOUTHWEST SIDE COLLABORATIVE,NDA,Standard,Not on Probation,Not Enough Data,No,Strong,67
610137,Ernst Prussing Elementary School,ES,4650 N Menard Ave,Chicago,IL,60630,(773) 534-3460,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610137.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Strong,71
609908,Esmond Elementary School,ES,1865 W Montvale,Chicago,IL,60643,(773) 535-2650,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609908.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,36
609918,Eugene Field Elementary School,ES,7019 N Ashland Ave,Chicago,IL,60626,(773) 534-2030,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609918.pdf,Ravenswood-Ridge Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Average,42
609874,Everett McKinley Dirksen Elementary School,ES,8601 W Foster Ave,Chicago,IL,60656,(773) 534-1090,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609874.pdf,O'Hare Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,44
610319,Evergreen Academy Middle School,MS,3537 S Paulina St,Chicago,IL,60609,(773) 535-4836,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610319.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Strong,60
610057,Fairfield Elementary Academy,ES,6201 S Fairfield Ave,Chicago,IL,60629,(773) 535-9500,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610057.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,31
610541,Federico Garcia Lorca Elementary School,ES,3231 N Springfield Ave,Chicago,IL,60618,(773) 534-0950,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610541.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Not Enough Data,No,Average,53
610308,Wilma Rudolph Elementary Learning Center,ES,110 N Paulina St,Chicago,IL,60612,(773) 534-7460,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610308.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,NDA,Standard,Not Applicable,Not Enough Data,No,NDA,
610120,Ferdinand Peck Elementary School,ES,3826 W 58th St,Chicago,IL,60629,(773) 535-2450,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610120.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 1,No,Average,51
609917,Fernwood Elementary School,ES,10041 S Union Ave,Chicago,IL,60628,(773) 535-2700,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609917.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,29
610258,Florence B Price Elementary School,ES,4351 S Drexel Blvd,Chicago,IL,60653,(773) 535-1300,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610258.pdf,Burnham Park Elementary Network,SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Weak,20
610096,Florence Nightingale Elementary School,ES,5250 S Rockwell St,Chicago,IL,60632,(773) 535-9270,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610096.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Not on Probation,Level 2,No,Weak,35
609924,Fort Dearborn Elementary School,ES,9025 S Throop St,Chicago,IL,60620,(773) 535-2680,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609924.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,34
609927,Foster Park Elementary School,ES,8530 S Wood St,Chicago,IL,60620,(773) 535-2725,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609927.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Very Weak,11
610215,Francisco I Madero Middle School,MS,3202 W 28th St,Chicago,IL,60623,(773) 535-4466,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610215.pdf,Pilsen-Little Village Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,Yes,Average,49
610067,Francis M McKay Elementary School,ES,6901 S Fairfield Ave,Chicago,IL,60629,(773) 535-9340,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610067.pdf,Midway Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,23
610114,Francis Parkman Elementary School,ES,245 W 51st St,Chicago,IL,60609,(773) 535-1739,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610114.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Weak,38
610020,Francis Scott Key Elementary School,ES,517 N Parkside Ave,Chicago,IL,60644,(773) 534-6230,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610020.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 2,No,Weak,37
610112,Francis W Parker Elementary Community Academy,ES,6800 S Stewart Ave,Chicago,IL,60621,(773) 535-3375,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610112.pdf,Englewood-Gresham Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 2,No,Weak,30
609800,Frank I Bennett Elementary School,ES,10115 S Prairie Ave,Chicago,IL,60628,(773) 535-5460,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609800.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,46
609939,Frank L Gillespie Elementary School,ES,9301 S State St,Chicago,IL,60619,(773) 535-5065,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609939.pdf,Rock Island Elementary Network,FAR SOUTH SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Weak,27
609926,Franklin Elementary Fine Arts Center,ES,225 W Evergreen Ave,Chicago,IL,60610,(773) 534-8510,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609926.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,87
609958,Frank W Gunsaulus Elementary Scholastic Academy,ES,4420 S Sacramento Ave,Chicago,IL,60632,(773) 535-7215,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609958.pdf,Pershing Elementary Network,SOUTHWEST SIDE COLLABORATIVE,No,Standard,Not on Probation,Level 1,No,Average,46
610144,Frank W Reilly Elementary School,ES,3650 W School St,Chicago,IL,60618,(773) 534-5250,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610144.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Standard,Probation,Level 2,No,Average,48
610165,Franz Peter Schubert Elementary School,ES,2727 N Long Ave,Chicago,IL,60639,(773) 534-3080,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610165.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,NDA,
610503,Frazier Prospective IB Magnet Elementary School,ES,4027 W Grenshaw St,Chicago,IL,60624,(773) 534-6880,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610503.pdf,Austin-North Lawndale Elementary Network,WEST SIDE COLLABORATIVE,Yes,Track_E,Not on Probation,Level 1,No,Strong,60
609854,Frederic Chopin Elementary School,ES,2450 W Rice St,Chicago,IL,60622,(773) 534-4080,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609854.pdf,Fulton Elementary Network,WEST SIDE COLLABORATIVE,Yes,Standard,Not on Probation,Level 1,No,Very Strong,86
610245,Frederick A Douglass Academy High School,HS,543 N Waller Ave,Chicago,IL,60644,(773) 534-6176,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_610245.pdf,West Side High School Network,WEST SIDE COLLABORATIVE,No,Standard,Probation,Level 3,No,Average,44
609930,Frederick Funston Elementary School,ES,2010 N Central Park,Chicago,IL,60647,(773) 534-4125,http://schoolreports.cps.edu/SchoolProgressReport_Eng/Spring2011Eng_609930.pdf,Fullerton Elementary Network,NORTH-NORTHWEST SIDE COLLABORATIVE,No,Track_E,Probation,Level 3,No,Very Weak,16
